x,y,MAX_TEMPERATURE,MIN_REL_HUMIDITY,TOTAL_PRECIPITATION,COOLING_DEGREE_DAYS,ID,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE,LOCAL_MONTH,TOTAL_RAIN_FLAG,MAX_REL_HUMIDITY,LOCAL_DATE,MAX_TEMPERATURE_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST_FLAG,MAX_REL_HUMIDITY_FLAG,LOCAL_YEAR,HEATING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,TOTAL_SNOW_FLAG,MIN_TEMPERATURE,HEATING_DEGREE_DAYS,MIN_REL_HUMIDITY_FLAG,SPEED_MAX_GUST,MEAN_TEMPERATURE_FLAG,STATION_NAME,COOLING_DEGREE_DAYS_FLAG,SNOW_ON_GROUND,TOTAL_SNOW,MIN_TEMPERATURE_FLAG,LOCAL_DAY,SNOW_ON_GROUND_FLAG,TOTAL_RAIN,DIRECTION_MAX_GUST
-112.02361111111111,54.76888888888889,-5,,0,0,3063686.2002.3.30,,-10.1,3,,,2002-03-30 00:00:00,,AB,,,,2002,E,3063686,,-15.2,28.1,,,E,LAC LA BICHE CLIMATE,E,2,0,E,30,,0,
-112.02361111111111,54.76888888888889,-8.1,,12.3,0,3063686.2002.3.31,,-10.8,3,,,2002-03-31 00:00:00,,AB,,,,2002,,3063686,,-13.4,28.8,,,,LAC LA BICHE CLIMATE,,2,12.3,,31,,0,
-112.02361111111111,54.76888888888889,-10.4,,0,0,3063686.2002.4.1,,-14.3,4,,,2002-04-01 00:00:00,,AB,,,,2002,,3063686,,-18.1,32.3,,,,LAC LA BICHE CLIMATE,,10,0,,1,,0,
-112.02361111111111,54.76888888888889,-8.2,,0,0,3063686.2002.4.2,,-15.6,4,,,2002-04-02 00:00:00,,AB,,,,2002,,3063686,,-23,33.6,,,,LAC LA BICHE CLIMATE,,5,0,,2,,0,
-112.02361111111111,54.76888888888889,-4.9,,0,0,3063686.2002.4.3,,-13.3,4,,,2002-04-03 00:00:00,,AB,,,,2002,,3063686,,-21.7,31.3,,,,LAC LA BICHE CLIMATE,,4,0,,3,,0,
-112.02361111111111,54.76888888888889,-2.3,,0,0,3063686.2002.4.4,,-12.8,4,,,2002-04-04 00:00:00,,AB,,,,2002,,3063686,,-23.3,30.8,,,,LAC LA BICHE CLIMATE,,4,0,,4,,0,
-112.02361111111111,54.76888888888889,-3.5,,4,0,3063686.2002.4.5,E,-10.6,4,,,2002-04-05 00:00:00,,AB,,,,2002,,3063686,E,-17.6,28.6,,,,LAC LA BICHE CLIMATE,,5,4,,5,,0,
-112.02361111111111,54.76888888888889,-0.4,,4.6,0,3063686.2002.4.6,E,-4.3,4,,,2002-04-06 00:00:00,,AB,,,,2002,,3063686,E,-8.2,22.3,,,,LAC LA BICHE CLIMATE,,8,4.6,,6,,0,
-112.02361111111111,54.76888888888889,-2.1,,0,0,3063686.2002.4.7,,-6.6,4,,,2002-04-07 00:00:00,,AB,,,,2002,,3063686,,-11,24.6,,,,LAC LA BICHE CLIMATE,,6,0,,7,,0,
-112.02361111111111,54.76888888888889,-3.4,,0,0,3063686.2002.4.8,,-11.7,4,,,2002-04-08 00:00:00,,AB,,,,2002,E,3063686,,-19.9,29.7,,,E,LAC LA BICHE CLIMATE,E,5,0,E,8,,0,
-112.02361111111111,54.76888888888889,-0.1,,0,0,3063686.2002.4.9,,-8.5,4,,,2002-04-09 00:00:00,,AB,,,,2002,,3063686,,-16.8,26.5,,,,LAC LA BICHE CLIMATE,,5,0,,9,,0,
-112.02361111111111,54.76888888888889,7.5,,0,0,3063686.2002.4.10,,1.8,4,,,2002-04-10 00:00:00,,AB,,,,2002,,3063686,,-4,16.2,,,,LAC LA BICHE CLIMATE,,5,0,,10,,0,
-112.02361111111111,54.76888888888889,11.8,,0,0,3063686.2002.4.11,,5.7,4,,,2002-04-11 00:00:00,,AB,,,,2002,,3063686,,-0.4,12.3,,,,LAC LA BICHE CLIMATE,,2,0,,11,,0,
-112.02361111111111,54.76888888888889,11.3,,0,0,3063686.2002.4.12,,5.7,4,,,2002-04-12 00:00:00,,AB,,,,2002,,3063686,,0.1,12.3,,,,LAC LA BICHE CLIMATE,,2,0,,12,,0,
-112.02361111111111,54.76888888888889,13.7,,11.3,0,3063686.2002.4.13,E,6.1,4,E,,2002-04-13 00:00:00,,AB,,,,2002,,3063686,E,-1.5,11.9,,,,LAC LA BICHE CLIMATE,,2,10.5,,13,,0.8,
-112.02361111111111,54.76888888888889,3.7,,13,0,3063686.2002.4.14,E,0.6,4,E,,2002-04-14 00:00:00,,AB,,,,2002,,3063686,E,-2.5,17.4,,,,LAC LA BICHE CLIMATE,,13,10.5,,14,E,2.5,
-112.02361111111111,54.76888888888889,-2.4,,4.5,0,3063686.2002.4.15,,-5.7,4,,,2002-04-15 00:00:00,,AB,,,,2002,,3063686,,-8.9,23.7,,,,LAC LA BICHE CLIMATE,,23,4.5,,15,,0,
-112.02361111111111,54.76888888888889,-2.9,,0,0,3063686.2002.4.16,,-6,4,,,2002-04-16 00:00:00,,AB,,,,2002,,3063686,,-9.1,24,,,,LAC LA BICHE CLIMATE,,23,0,,16,,0,
-112.02361111111111,54.76888888888889,1.9,,0,0,3063686.2002.4.17,,-7.2,4,,,2002-04-17 00:00:00,,AB,,,,2002,,3063686,,-16.2,25.2,,,,LAC LA BICHE CLIMATE,,21,0,,17,,0,
-112.02361111111111,54.76888888888889,2.4,,0,0,3063686.2002.4.18,,-2.5,4,,,2002-04-18 00:00:00,,AB,,,,2002,,3063686,,-7.4,20.5,,,,LAC LA BICHE CLIMATE,,20,0,,18,,0,
-112.02361111111111,54.76888888888889,4.7,,0,0,3063686.2002.4.19,,-3.7,4,,,2002-04-19 00:00:00,,AB,,,,2002,,3063686,,-12,21.7,,,,LAC LA BICHE CLIMATE,,18,0,,19,,0,
-112.02361111111111,54.76888888888889,7.2,,0,0,3063686.2002.4.20,,1.3,4,,,2002-04-20 00:00:00,,AB,,,,2002,,3063686,,-4.7,16.7,,,,LAC LA BICHE CLIMATE,,14,0,,20,,0,
-112.02361111111111,54.76888888888889,10.8,,0,0,3063686.2002.4.21,,5.2,4,,,2002-04-21 00:00:00,,AB,,,,2002,,3063686,,-0.5,12.8,,,,LAC LA BICHE CLIMATE,,7,0,,21,,0,
-112.02361111111111,54.76888888888889,8.7,,0.8,0,3063686.2002.4.22,E,3.3,4,E,,2002-04-22 00:00:00,,AB,,,,2002,,3063686,,-2.2,14.7,,,,LAC LA BICHE CLIMATE,,2,0,,22,,0.8,
-112.02361111111111,54.76888888888889,-1.9,,0,0,3063686.2002.4.23,,-5.4,4,,,2002-04-23 00:00:00,,AB,,,,2002,,3063686,,-8.9,23.4,,,,LAC LA BICHE CLIMATE,,2,0,,23,,0,
-112.02361111111111,54.76888888888889,0,,0,0,3063686.2002.4.24,,-5.2,4,,,2002-04-24 00:00:00,,AB,,,,2002,,3063686,,-10.4,23.2,,,,LAC LA BICHE CLIMATE,,2,0,,24,,0,
-112.02361111111111,54.76888888888889,5.4,,2.5,0,3063686.2002.4.25,E,-2.5,4,,,2002-04-25 00:00:00,,AB,,,,2002,,3063686,E,-10.4,20.5,,,,LAC LA BICHE CLIMATE,,2,2.5,,25,,0,
-112.02361111111111,54.76888888888889,3.2,,1.9,0,3063686.2002.4.26,,-1.3,4,,,2002-04-26 00:00:00,,AB,,,,2002,,3063686,,-5.7,19.3,,,,LAC LA BICHE CLIMATE,,4,1.9,,26,,0,
-112.02361111111111,54.76888888888889,8.5,,0,0,3063686.2002.4.27,,0.2,4,,,2002-04-27 00:00:00,,AB,,,,2002,,3063686,,-8.2,17.8,,,,LAC LA BICHE CLIMATE,,2,0,,27,,0,
-112.02361111111111,54.76888888888889,9.5,,0,0,3063686.2002.4.28,,4.8,4,,,2002-04-28 00:00:00,,AB,,,,2002,,3063686,,0,13.2,,,,LAC LA BICHE CLIMATE,,2,0,,28,,0,
-112.02361111111111,54.76888888888889,9.6,,0,0,3063686.2002.4.29,,3.7,4,,,2002-04-29 00:00:00,,AB,,,,2002,,3063686,,-2.3,14.3,,,,LAC LA BICHE CLIMATE,,1,0,,29,,0,
-112.02361111111111,54.76888888888889,5,,0,0,3063686.2002.4.30,,0.7,4,,,2002-04-30 00:00:00,,AB,,,,2002,,3063686,,-3.7,17.3,,,,LAC LA BICHE CLIMATE,,0,0,,30,,0,
-112.02361111111111,54.76888888888889,9,,0,0,3063686.2002.5.1,,1.4,5,,,2002-05-01 00:00:00,,AB,,,,2002,,3063686,,-6.2,16.6,,,,LAC LA BICHE CLIMATE,,1,0,,1,,0,
-112.02361111111111,54.76888888888889,12.8,,0,0,3063686.2002.5.2,,4.7,5,,,2002-05-02 00:00:00,,AB,,,,2002,,3063686,,-3.4,13.3,,,,LAC LA BICHE CLIMATE,,1,0,,2,,0,
-112.02361111111111,54.76888888888889,0.1,,0,0,3063686.2002.5.3,,-4.1,5,,,2002-05-03 00:00:00,,AB,,,,2002,,3063686,,-8.2,22.1,,,,LAC LA BICHE CLIMATE,,1,0,,3,,0,
-112.02361111111111,54.76888888888889,3.6,,0,0,3063686.2002.5.4,,-4.2,5,,,2002-05-04 00:00:00,,AB,,,,2002,,3063686,,-11.9,22.2,,,,LAC LA BICHE CLIMATE,,1,0,,4,,0,
-112.02361111111111,54.76888888888889,7.9,,0,0,3063686.2002.5.5,,2.3,5,,,2002-05-05 00:00:00,,AB,,,,2002,,3063686,,-3.4,15.7,,,,LAC LA BICHE CLIMATE,,1,0,,5,,0,
-112.02361111111111,54.76888888888889,6.9,,0,0,3063686.2002.5.6,,1,5,,,2002-05-06 00:00:00,,AB,,,,2002,,3063686,,-4.9,17,,,,LAC LA BICHE CLIMATE,,1,0,,6,,0,
-112.02361111111111,54.76888888888889,10.1,,0,0,3063686.2002.5.7,,0.5,5,,,2002-05-07 00:00:00,,AB,,,,2002,,3063686,,-9.1,17.5,,,,LAC LA BICHE CLIMATE,,1,0,,7,,0,
-112.02361111111111,54.76888888888889,11.8,,0,0,3063686.2002.5.8,,2.4,5,,,2002-05-08 00:00:00,,AB,,,,2002,,3063686,,-7.1,15.6,,,,LAC LA BICHE CLIMATE,,1,0,,8,,0,
-112.02361111111111,54.76888888888889,13.9,,0,0,3063686.2002.5.9,,3.9,5,,,2002-05-09 00:00:00,,AB,,,,2002,,3063686,,-6.2,14.1,,,,LAC LA BICHE CLIMATE,,,0,,9,M,0,
-112.02361111111111,54.76888888888889,16.9,,0,0,3063686.2002.5.10,,8,5,,,2002-05-10 00:00:00,,AB,,,,2002,,3063686,,-1,10,,,,LAC LA BICHE CLIMATE,,,0,,10,M,0,
-112.02361111111111,54.76888888888889,13,,0,0,3063686.2002.5.11,T,9,5,T,,2002-05-11 00:00:00,,AB,,,,2002,,3063686,,4.9,9,,,,LAC LA BICHE CLIMATE,,,0,,11,M,0,
-112.02361111111111,54.76888888888889,16.2,,0,0,3063686.2002.5.12,,9,5,,,2002-05-12 00:00:00,,AB,,,,2002,,3063686,,1.8,9,,,,LAC LA BICHE CLIMATE,,,0,,12,M,0,
-112.02361111111111,54.76888888888889,23.3,,0,0,3063686.2002.5.13,,14.5,5,,,2002-05-13 00:00:00,,AB,,,,2002,,3063686,,5.6,3.5,,,,LAC LA BICHE CLIMATE,,0,0,,13,,0,
-112.02361111111111,54.76888888888889,17.1,,0,0,3063686.2002.5.14,,10.3,5,,,2002-05-14 00:00:00,,AB,,,,2002,,3063686,,3.5,7.7,,,,LAC LA BICHE CLIMATE,,0,0,,14,,0,
-112.02361111111111,54.76888888888889,14.3,,0,0,3063686.2002.5.15,,6.1,5,,,2002-05-15 00:00:00,,AB,,,,2002,,3063686,,-2.2,11.9,,,,LAC LA BICHE CLIMATE,,0,0,,15,,0,
-112.02361111111111,54.76888888888889,18.5,,0,0,3063686.2002.5.16,,9.6,5,,,2002-05-16 00:00:00,,AB,,,,2002,,3063686,,0.6,8.4,,,,LAC LA BICHE CLIMATE,,0,0,,16,,0,
-112.02361111111111,54.76888888888889,18.1,,0,0,3063686.2002.5.17,,10.5,5,,,2002-05-17 00:00:00,,AB,,,,2002,,3063686,,2.8,7.5,,,,LAC LA BICHE CLIMATE,,0,0,,17,,0,
-112.02361111111111,54.76888888888889,20.3,,0,0,3063686.2002.5.18,,14.4,5,,,2002-05-18 00:00:00,,AB,,,,2002,,3063686,,8.4,3.6,,,,LAC LA BICHE CLIMATE,,0,0,,18,,0,
-112.02361111111111,54.76888888888889,16.9,,2,0,3063686.2002.5.19,E,13.3,5,E,,2002-05-19 00:00:00,,AB,,,,2002,,3063686,,9.6,4.7,,,,LAC LA BICHE CLIMATE,,0,0,,19,,2,
-112.02361111111111,54.76888888888889,23.5,,0,0,3063686.2002.5.20,,16.6,5,,,2002-05-20 00:00:00,,AB,,,,2002,,3063686,,9.6,1.4,,,,LAC LA BICHE CLIMATE,,0,0,,20,,0,
-112.02361111111111,54.76888888888889,11.1,,2,0,3063686.2002.5.21,E,8.3,5,E,,2002-05-21 00:00:00,,AB,,,,2002,,3063686,,5.5,9.7,,,,LAC LA BICHE CLIMATE,,0,0,,21,,2,
-112.02361111111111,54.76888888888889,10.3,,0,0,3063686.2002.5.22,,5.3,5,,,2002-05-22 00:00:00,,AB,,,,2002,,3063686,,0.2,12.7,,,,LAC LA BICHE CLIMATE,,0,0,,22,,0,
-112.02361111111111,54.76888888888889,11.2,,0,0,3063686.2002.5.23,,2.3,5,,,2002-05-23 00:00:00,,AB,,,,2002,,3063686,,-6.6,15.7,,,,LAC LA BICHE CLIMATE,,0,0,,23,,0,
-112.02361111111111,54.76888888888889,11.1,,0,0,3063686.2002.5.24,,7.8,5,,,2002-05-24 00:00:00,,AB,,,,2002,,3063686,,4.4,10.2,,,,LAC LA BICHE CLIMATE,,0,0,,24,,0,
-112.02361111111111,54.76888888888889,15.8,,0,0,3063686.2002.5.25,,9.3,5,,,2002-05-25 00:00:00,,AB,,,,2002,,3063686,,2.8,8.7,,,,LAC LA BICHE CLIMATE,,0,0,,25,,0,
-112.02361111111111,54.76888888888889,24.1,,0,0,3063686.2002.5.26,,10.7,5,,,2002-05-26 00:00:00,,AB,,,,2002,,3063686,,-2.7,7.3,,,,LAC LA BICHE CLIMATE,,0,0,,26,,0,
-112.02361111111111,54.76888888888889,25.2,,0,0,3063686.2002.5.27,,16.4,5,,,2002-05-27 00:00:00,,AB,,,,2002,,3063686,,7.6,1.6,,,,LAC LA BICHE CLIMATE,,0,0,,27,,0,
-112.02361111111111,54.76888888888889,26.2,,1,0,3063686.2002.5.28,E,14.4,5,E,,2002-05-28 00:00:00,,AB,,,,2002,,3063686,,2.5,3.6,,,,LAC LA BICHE CLIMATE,,0,0,,28,,1,
-112.02361111111111,54.76888888888889,22.8,,0,0,3063686.2002.5.29,,17.2,5,,,2002-05-29 00:00:00,,AB,,,,2002,,3063686,,11.6,0.8,,,,LAC LA BICHE CLIMATE,,0,0,,29,,0,
-112.02361111111111,54.76888888888889,21.5,,0,0,3063686.2002.5.30,,15.6,5,,,2002-05-30 00:00:00,,AB,,,,2002,,3063686,,9.7,2.4,,,,LAC LA BICHE CLIMATE,,0,0,,30,,0,
-112.02361111111111,54.76888888888889,20.3,,0,0,3063686.2002.5.31,,14.6,5,,,2002-05-31 00:00:00,,AB,,,,2002,,3063686,,8.8,3.4,,,,LAC LA BICHE CLIMATE,,0,0,,31,,0,
-112.02361111111111,54.76888888888889,21.4,,0,0,3063686.2002.6.1,,14.3,6,,,2002-06-01 00:00:00,,AB,,,,2002,,3063686,,7.2,3.7,,,,LAC LA BICHE CLIMATE,,0,0,,1,,0,
-112.02361111111111,54.76888888888889,23.3,,0,0,3063686.2002.6.2,,13.9,6,,,2002-06-02 00:00:00,,AB,,,,2002,,3063686,,4.4,4.1,,,,LAC LA BICHE CLIMATE,,0,0,,2,,0,
-112.02361111111111,54.76888888888889,22.9,,6,0,3063686.2002.6.3,,13.7,6,,,2002-06-03 00:00:00,,AB,,,,2002,,3063686,,4.4,4.3,,,,LAC LA BICHE CLIMATE,,0,0,,3,,6,
-112.02361111111111,54.76888888888889,23.3,,0,0,3063686.2002.6.4,,13.9,6,,,2002-06-04 00:00:00,,AB,,,,2002,,3063686,,4.4,4.1,,,,LAC LA BICHE CLIMATE,,0,0,,4,,0,
-112.02361111111111,54.76888888888889,25.7,,0,0,3063686.2002.6.5,,14.5,6,,,2002-06-05 00:00:00,,AB,,,,2002,,3063686,,3.3,3.5,,,,LAC LA BICHE CLIMATE,,0,0,,5,,0,
-112.02361111111111,54.76888888888889,19.1,,0,0,3063686.2002.6.6,,13.8,6,,,2002-06-06 00:00:00,,AB,,,,2002,,3063686,,8.4,4.2,,,,LAC LA BICHE CLIMATE,,0,0,,6,,0,
-112.02361111111111,54.76888888888889,12.3,,0,0,3063686.2002.6.7,,8,6,,,2002-06-07 00:00:00,,AB,,,,2002,,3063686,,3.6,10,,,,LAC LA BICHE CLIMATE,,0,0,,7,,0,
-112.02361111111111,54.76888888888889,17.2,,0,0,3063686.2002.6.8,,7.5,6,,,2002-06-08 00:00:00,,AB,,,,2002,,3063686,,-2.2,10.5,,,,LAC LA BICHE CLIMATE,,0,0,,8,,0,
-112.02361111111111,54.76888888888889,23.3,,0,0,3063686.2002.6.9,,14.1,6,,,2002-06-09 00:00:00,,AB,,,,2002,E,3063686,,4.8,3.9,,,E,LAC LA BICHE CLIMATE,E,0,0,E,9,,0,
-112.02361111111111,54.76888888888889,23.3,,0,0,3063686.2002.6.10,,13.9,6,,,2002-06-10 00:00:00,,AB,,,,2002,,3063686,,4.5,4.1,,,,LAC LA BICHE CLIMATE,,0,0,,10,,0,
-112.02361111111111,54.76888888888889,22.6,,0,0,3063686.2002.6.11,,13.7,6,,,2002-06-11 00:00:00,,AB,,,,2002,,3063686,,4.7,4.3,,,,LAC LA BICHE CLIMATE,,0,0,,11,,0,
-112.02361111111111,54.76888888888889,26.2,,0,0,3063686.2002.6.12,,14,6,,,2002-06-12 00:00:00,,AB,,,,2002,,3063686,,1.8,4,,,,LAC LA BICHE CLIMATE,,0,0,,12,,0,
-112.02361111111111,54.76888888888889,23.3,,0,0,3063686.2002.6.13,,15.8,6,,,2002-06-13 00:00:00,,AB,,,,2002,,3063686,,8.3,2.2,,,,LAC LA BICHE CLIMATE,,0,0,,13,,0,
-112.02361111111111,54.76888888888889,24.5,,0,0,3063686.2002.6.14,,14,6,,,2002-06-14 00:00:00,,AB,,,,2002,,3063686,,3.4,4,,,,LAC LA BICHE CLIMATE,,0,0,,14,,0,
-112.02361111111111,54.76888888888889,27.2,,0,0,3063686.2002.6.15,,16.8,6,,,2002-06-15 00:00:00,,AB,,,,2002,,3063686,,6.4,1.2,,,,LAC LA BICHE CLIMATE,,0,0,,15,,0,
-112.02361111111111,54.76888888888889,25.5,,0,0,3063686.2002.6.16,,17.2,6,,,2002-06-16 00:00:00,,AB,,,,2002,,3063686,,8.9,0.8,,,,LAC LA BICHE CLIMATE,,0,0,,16,,0,
-112.02361111111111,54.76888888888889,16.3,,7,0,3063686.2002.6.17,,12.4,6,,,2002-06-17 00:00:00,,AB,,,,2002,,3063686,,8.4,5.6,,,,LAC LA BICHE CLIMATE,,0,0,,17,,7,
-112.02361111111111,54.76888888888889,16.6,,0,0,3063686.2002.6.18,,11.3,6,,,2002-06-18 00:00:00,,AB,,,,2002,,3063686,,6,6.7,,,,LAC LA BICHE CLIMATE,,0,0,,18,,0,
-112.02361111111111,54.76888888888889,20.1,,0,0,3063686.2002.6.19,,11.3,6,,,2002-06-19 00:00:00,,AB,,,,2002,,3063686,,2.5,6.7,,,,LAC LA BICHE CLIMATE,,0,0,,19,,0,
-112.02361111111111,54.76888888888889,23.9,,0,0,3063686.2002.6.20,,14,6,,,2002-06-20 00:00:00,,AB,,,,2002,,3063686,,4.1,4,,,,LAC LA BICHE CLIMATE,,0,0,,20,,0,
-112.02361111111111,54.76888888888889,27.1,,0,0,3063686.2002.6.21,,17.7,6,,,2002-06-21 00:00:00,,AB,,,,2002,,3063686,,8.3,0.3,,,,LAC LA BICHE CLIMATE,,0,0,,21,,0,
-112.02361111111111,54.76888888888889,28.7,,0,0,3063686.2002.6.22,,17.6,6,,,2002-06-22 00:00:00,,AB,,,,2002,,3063686,,6.4,0.4,,,,LAC LA BICHE CLIMATE,,0,0,,22,,0,
-112.02361111111111,54.76888888888889,32.7,,0,5.4,3063686.2002.6.23,,23.4,6,,,2002-06-23 00:00:00,,AB,,,,2002,,3063686,,14.1,0,,,,LAC LA BICHE CLIMATE,,0,0,,23,,0,
-112.02361111111111,54.76888888888889,25.7,,0,2.2,3063686.2002.6.24,,20.2,6,,,2002-06-24 00:00:00,,AB,,,,2002,,3063686,,14.6,0,,,,LAC LA BICHE CLIMATE,,0,0,,24,,0,
-112.02361111111111,54.76888888888889,27.9,,0,1.6,3063686.2002.6.25,,19.6,6,,,2002-06-25 00:00:00,,AB,,,,2002,,3063686,,11.2,0,,,,LAC LA BICHE CLIMATE,,0,0,,25,,0,
-112.02361111111111,54.76888888888889,33.4,,0,4.8,3063686.2002.6.26,,22.8,6,,,2002-06-26 00:00:00,,AB,,,,2002,,3063686,,12.2,0,,,,LAC LA BICHE CLIMATE,,0,0,,26,,0,
-112.02361111111111,54.76888888888889,33.8,,0,7.8,3063686.2002.6.27,,25.8,6,,,2002-06-27 00:00:00,,AB,,,,2002,,3063686,,17.7,0,,,,LAC LA BICHE CLIMATE,,0,0,,27,,0,
-112.02361111111111,54.76888888888889,20.4,,2,0,3063686.2002.6.28,,16.2,6,,,2002-06-28 00:00:00,,AB,,,,2002,,3063686,,12,1.8,,,,LAC LA BICHE CLIMATE,,0,0,,28,,2,
-112.02361111111111,54.76888888888889,20.6,,8,0,3063686.2002.6.29,,15,6,,,2002-06-29 00:00:00,,AB,,,,2002,,3063686,,9.4,3,,,,LAC LA BICHE CLIMATE,,0,0,,29,,8,
-112.02361111111111,54.76888888888889,21.6,,0,0,3063686.2002.6.30,,16.7,6,,,2002-06-30 00:00:00,,AB,,,,2002,,3063686,,11.8,1.3,,,,LAC LA BICHE CLIMATE,,0,0,,30,,0,
-112.02361111111111,54.76888888888889,18.7,,0,0,3063686.2002.7.1,,15,7,,,2002-07-01 00:00:00,,AB,,,,2002,,3063686,,11.2,3,,,,LAC LA BICHE CLIMATE,,0,0,,1,,0,
-112.02361111111111,54.76888888888889,15.9,,0,0,3063686.2002.7.2,,10.6,7,,,2002-07-02 00:00:00,,AB,,,,2002,,3063686,,5.2,7.4,,,,LAC LA BICHE CLIMATE,,0,0,,2,,0,
-112.02361111111111,54.76888888888889,20.5,,0,0,3063686.2002.7.3,,11.5,7,,,2002-07-03 00:00:00,,AB,,,,2002,,3063686,,2.4,6.5,,,,LAC LA BICHE CLIMATE,,0,0,,3,,0,
-112.02361111111111,54.76888888888889,19.1,,4,0,3063686.2002.7.4,,14,7,,,2002-07-04 00:00:00,,AB,,,,2002,,3063686,,8.8,4,,,,LAC LA BICHE CLIMATE,,0,0,,4,,4,
-112.02361111111111,54.76888888888889,18.5,,0,0,3063686.2002.7.5,,12.8,7,,,2002-07-05 00:00:00,,AB,,,,2002,,3063686,,7,5.2,,,,LAC LA BICHE CLIMATE,,0,0,,5,,0,
-112.02361111111111,54.76888888888889,23,,0,0,3063686.2002.7.6,,16.3,7,,,2002-07-06 00:00:00,,AB,,,,2002,,3063686,,9.6,1.7,,,,LAC LA BICHE CLIMATE,,0,0,,6,,0,
-112.02361111111111,54.76888888888889,25.4,,0,0,3063686.2002.7.7,,15.1,7,,,2002-07-07 00:00:00,,AB,,,,2002,,3063686,,4.8,2.9,,,,LAC LA BICHE CLIMATE,,0,0,,7,,0,
-112.02361111111111,54.76888888888889,25.4,,0,0.7,3063686.2002.7.8,,18.7,7,,,2002-07-08 00:00:00,,AB,,,,2002,,3063686,,11.9,0,,,,LAC LA BICHE CLIMATE,,0,0,,8,,0,
-112.02361111111111,54.76888888888889,26,,0,0.3,3063686.2002.7.9,,18.3,7,,,2002-07-09 00:00:00,,AB,,,,2002,,3063686,,10.5,0,,,,LAC LA BICHE CLIMATE,,0,0,,9,,0,
-112.02361111111111,54.76888888888889,31.1,,0,3.3,3063686.2002.7.10,,21.3,7,,,2002-07-10 00:00:00,,AB,,,,2002,,3063686,,11.5,0,,,,LAC LA BICHE CLIMATE,,0,0,,10,,0,
-112.02361111111111,54.76888888888889,32.9,,0,6.6,3063686.2002.7.11,,24.6,7,,,2002-07-11 00:00:00,,AB,,,,2002,,3063686,,16.3,0,,,,LAC LA BICHE CLIMATE,,0,0,,11,,0,
-112.02361111111111,54.76888888888889,32.7,,2,7.4,3063686.2002.7.12,,25.4,7,,,2002-07-12 00:00:00,,AB,,,,2002,,3063686,,18.1,0,,,,LAC LA BICHE CLIMATE,,0,0,,12,,2,
-112.02361111111111,54.76888888888889,31,,0,5,3063686.2002.7.13,,23,7,,,2002-07-13 00:00:00,,AB,,,,2002,,3063686,,15,0,,,,LAC LA BICHE CLIMATE,,0,0,,13,,0,
-112.02361111111111,54.76888888888889,23.8,,0,0,3063686.2002.7.14,,17.7,7,,,2002-07-14 00:00:00,,AB,,,,2002,,3063686,,11.6,0.3,,,,LAC LA BICHE CLIMATE,,0,0,,14,,0,
-112.02361111111111,54.76888888888889,26.4,,0,0.3,3063686.2002.7.15,,18.3,7,,,2002-07-15 00:00:00,,AB,,,,2002,,3063686,,10.1,0,,,,LAC LA BICHE CLIMATE,,0,0,,15,,0,
-112.02361111111111,54.76888888888889,25.5,,0,0,3063686.2002.7.16,,16.3,7,,,2002-07-16 00:00:00,,AB,,,,2002,,3063686,,7,1.7,,,,LAC LA BICHE CLIMATE,,0,0,,16,,0,
-112.02361111111111,54.76888888888889,29.8,,12.8,5,3063686.2002.7.17,,23,7,,,2002-07-17 00:00:00,,AB,,,,2002,,3063686,,16.1,0,,,,LAC LA BICHE CLIMATE,,0,0,,17,,12.8,
-112.02361111111111,54.76888888888889,23.7,,0.2,1.2,3063686.2002.7.18,,19.2,7,,,2002-07-18 00:00:00,,AB,,,,2002,,3063686,,14.7,0,,,,LAC LA BICHE CLIMATE,,0,0,,18,,0.2,
-112.02361111111111,54.76888888888889,22.4,,8.8,0,3063686.2002.7.19,,18,7,,,2002-07-19 00:00:00,,AB,,,,2002,,3063686,,13.5,0,,,,LAC LA BICHE CLIMATE,,0,0,,19,,8.8,
-112.02361111111111,54.76888888888889,16.4,,4.8,0,3063686.2002.7.20,,13.9,7,,,2002-07-20 00:00:00,,AB,,,,2002,,3063686,,11.4,4.1,,,,LAC LA BICHE CLIMATE,,0,0,,20,,4.8,
-112.02361111111111,54.76888888888889,21.9,,0,0,3063686.2002.7.21,,16.2,7,,,2002-07-21 00:00:00,,AB,,,,2002,,3063686,,10.4,1.8,,,,LAC LA BICHE CLIMATE,,0,0,,21,,0,
-112.02361111111111,54.76888888888889,25.2,,0,0,3063686.2002.7.22,,16.8,7,,,2002-07-22 00:00:00,,AB,,,,2002,,3063686,,8.4,1.2,,,,LAC LA BICHE CLIMATE,,0,0,,22,,0,
-112.02361111111111,54.76888888888889,29.1,,0.2,1.6,3063686.2002.7.23,,19.6,7,,,2002-07-23 00:00:00,,AB,,,,2002,,3063686,,10,0,,,,LAC LA BICHE CLIMATE,,0,0,,23,,0.2,
-112.02361111111111,54.76888888888889,25.2,,0,1.8,3063686.2002.7.24,,19.8,7,,,2002-07-24 00:00:00,,AB,,,,2002,,3063686,,14.3,0,,,,LAC LA BICHE CLIMATE,,0,0,,24,,0,
