x,y,SPEED_MAX_GUST_FLAG,MEAN_TEMPERATURE,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST,MAX_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,DIRECTION_MAX_GUST_FLAG,TOTAL_RAIN,PROVINCE_CODE,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,LOCAL_MONTH,LOCAL_DAY,MIN_REL_HUMIDITY,TOTAL_RAIN_FLAG,SNOW_ON_GROUND,MAX_TEMPERATURE,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,ID,HEATING_DEGREE_DAYS_FLAG,TOTAL_SNOW,MIN_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS,MIN_TEMPERATURE_FLAG,STATION_NAME,MIN_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW_FLAG,LOCAL_DATE
-116.465,53.57888888888889,,-9.1,,0,,0,,,3062239,,,AB,,,27.1,2,7,,M,,-1.3,2013,,3062239.2013.2.7,,,,0,,EDSON,-16.8,0,M,2013-02-07 00:00:00
-116.465,53.57888888888889,,-1.9,,0,,0,,,3062239,,,AB,,,19.9,2,8,,M,,6.7,2013,,3062239.2013.2.8,,,,0,,EDSON,-10.5,0,M,2013-02-08 00:00:00
-116.465,53.57888888888889,,-0.9,,0,,0,,,3062239,,,AB,,,18.9,2,9,,M,,3.8,2013,,3062239.2013.2.9,,,,0,,EDSON,-5.6,0.3,M,2013-02-09 00:00:00
-116.465,53.57888888888889,,-4,,0,,0,,,3062239,,,AB,,,22,2,10,,M,,4.5,2013,,3062239.2013.2.10,,,,0,,EDSON,-12.5,0,M,2013-02-10 00:00:00
-116.465,53.57888888888889,,0.4,,0,,0,,,3062239,,,AB,,,17.6,2,11,,M,,6.9,2013,,3062239.2013.2.11,,,,0,,EDSON,-6.1,0,M,2013-02-11 00:00:00
-116.465,53.57888888888889,,-1.9,,0,,0,,,3062239,,,AB,,,19.9,2,12,,M,,3.8,2013,,3062239.2013.2.12,,,,0,,EDSON,-7.5,0,M,2013-02-12 00:00:00
-116.465,53.57888888888889,M,,M,,M,,,M,3062239,M,,AB,,M,,2,13,,M,,,2013,,3062239.2013.2.13,M,,,,E,EDSON,-2.4,,,2013-02-13 00:00:00
-116.465,53.57888888888889,,,M,0,M,0,,M,3062239,,,AB,,M,,2,17,,M,,,2013,,3062239.2013.2.17,M,,,,M,EDSON,,,M,2013-02-17 00:00:00
-116.465,53.57888888888889,,-8,,0,,0,,,3062239,,,AB,,,26,2,18,,M,,-4.1,2013,,3062239.2013.2.18,,,,0,,EDSON,-11.8,0,M,2013-02-18 00:00:00
-116.465,53.57888888888889,,-5.6,,0,,0,,,3062239,,,AB,,,23.6,2,19,,M,,-3.9,2013,,3062239.2013.2.19,,,,0,,EDSON,-7.2,0,M,2013-02-19 00:00:00
-116.465,53.57888888888889,,-7,,0,,0,,,3062239,,,AB,,,25,2,20,,M,,0.7,2013,,3062239.2013.2.20,,,,0,,EDSON,-14.6,0,M,2013-02-20 00:00:00
-116.465,53.57888888888889,,-4.1,,0,,0,,,3062239,,,AB,,,22.1,2,21,,M,,3.4,2013,,3062239.2013.2.21,,,,0,,EDSON,-11.5,0,M,2013-02-21 00:00:00
-116.465,53.57888888888889,,-7.1,,0,,0,,,3062239,,,AB,,,25.1,2,22,,M,,0.3,2013,,3062239.2013.2.22,,,,0,,EDSON,-14.5,0,M,2013-02-22 00:00:00
-116.465,53.57888888888889,,-4.6,,0,,0,,,3062239,,,AB,,,22.6,2,23,,M,,3.3,2013,,3062239.2013.2.23,,,,0,,EDSON,-12.5,0,M,2013-02-23 00:00:00
-116.465,53.57888888888889,,-2.3,,0,,0,,,3062239,,,AB,,,20.3,2,24,,M,,8.1,2013,,3062239.2013.2.24,,,,0,,EDSON,-12.7,0,M,2013-02-24 00:00:00
-116.465,53.57888888888889,,-2,,0,,0,,,3062239,,,AB,,,20,2,25,,M,,0.8,2013,,3062239.2013.2.25,,,,0,,EDSON,-4.8,0,M,2013-02-25 00:00:00
-116.465,53.57888888888889,,-4.4,,0,,0,,,3062239,,,AB,,,22.4,2,26,,M,,0.2,2013,,3062239.2013.2.26,,,,0,,EDSON,-9,3.8,M,2013-02-26 00:00:00
-116.465,53.57888888888889,,-2.1,,0,,0,,,3062239,,,AB,,,20.1,2,27,,M,,5,2013,,3062239.2013.2.27,,,,0,,EDSON,-9.1,0.8,M,2013-02-27 00:00:00
-116.465,53.57888888888889,,-1,,0,,0,,,3062239,,,AB,,,19,2,28,,M,,6.5,2013,,3062239.2013.2.28,,,,0,,EDSON,-8.5,0.5,M,2013-02-28 00:00:00
-116.465,53.57888888888889,,0.4,,0,,0,,,3062239,,,AB,,,17.6,3,2,,M,,1.5,2013,,3062239.2013.3.2,,,,0,,EDSON,-0.7,4.6,M,2013-03-02 00:00:00
-116.465,53.57888888888889,,-2.8,,0,,0,,,3062239,,,AB,,,20.8,3,3,,M,,0.2,2013,,3062239.2013.3.3,,,,0,,EDSON,-5.8,3.3,M,2013-03-03 00:00:00
-116.465,53.57888888888889,,-7.5,,0,,0,,,3062239,,,AB,,,25.5,3,4,,M,,-2.5,2013,,3062239.2013.3.4,,,,0,,EDSON,-12.5,0,M,2013-03-04 00:00:00
-116.465,53.57888888888889,,-10.9,,0,,0,,,3062239,,,AB,,,28.9,3,5,,M,,-3.3,2013,,3062239.2013.3.5,,,,0,,EDSON,-18.4,0,M,2013-03-05 00:00:00
-116.465,53.57888888888889,,-11.3,,0,,0,,,3062239,,,AB,,,29.3,3,6,,M,,-3.7,2013,,3062239.2013.3.6,,,,0,,EDSON,-18.9,0,M,2013-03-06 00:00:00
-116.465,53.57888888888889,,-8.8,,0,,0,,,3062239,,,AB,,,26.8,3,7,,M,,-5.9,2013,,3062239.2013.3.7,,,,0,,EDSON,-11.6,0,M,2013-03-07 00:00:00
-116.465,53.57888888888889,,-3.2,,0,,0,,,3062239,,,AB,,,21.2,3,8,,M,,5.6,2013,,3062239.2013.3.8,,,,0,,EDSON,-12,0.8,M,2013-03-08 00:00:00
-116.465,53.57888888888889,,-1.8,,0,,0,,,3062239,,,AB,,,19.8,3,9,,M,,8,2013,,3062239.2013.3.9,,,,0,,EDSON,-11.6,0,M,2013-03-09 00:00:00
-116.465,53.57888888888889,,-0.8,,0,,0,,,3062239,,,AB,,,18.8,3,10,,M,,5.5,2013,,3062239.2013.3.10,,,,0,,EDSON,-7.1,0,M,2013-03-10 00:00:00
-116.465,53.57888888888889,,-2.5,,0,,0,,,3062239,,,AB,,,20.5,3,11,,M,,2.2,2013,,3062239.2013.3.11,,,,0,,EDSON,-7.1,0,M,2013-03-11 00:00:00
-116.465,53.57888888888889,,-6.1,,0,,0,,,3062239,,,AB,,,24.1,3,12,,M,,2.8,2013,,3062239.2013.3.12,,,,0,,EDSON,-14.9,0,M,2013-03-12 00:00:00
-116.465,53.57888888888889,,-7.1,,0,,0,,,3062239,,,AB,,,25.1,3,13,,M,,-2.5,2013,,3062239.2013.3.13,,,,0,,EDSON,-11.6,0,M,2013-03-13 00:00:00
-116.465,53.57888888888889,,-14.4,,0,,0,,,3062239,,,AB,,,32.4,3,14,,M,,-11.6,2013,,3062239.2013.3.14,,,,0,,EDSON,-17.2,0,M,2013-03-14 00:00:00
-116.465,53.57888888888889,,-15,,0,,0,,,3062239,,,AB,,,33,3,15,,M,,-10.3,2013,,3062239.2013.3.15,,,,0,,EDSON,-19.7,0,M,2013-03-15 00:00:00
-116.465,53.57888888888889,,-13.1,,0,,0,,,3062239,,,AB,,,31.1,3,16,,M,,-10.5,2013,,3062239.2013.3.16,,,,0,,EDSON,-15.7,0,M,2013-03-16 00:00:00
-116.465,53.57888888888889,,-11.4,,0,,0,,,3062239,,,AB,,,29.4,3,17,,M,,-8.1,2013,,3062239.2013.3.17,,,,0,,EDSON,-14.7,0,M,2013-03-17 00:00:00
-116.465,53.57888888888889,,-11.1,,0,,0,,,3062239,,,AB,,,29.1,3,18,,M,,-4.9,2013,,3062239.2013.3.18,,,,0,,EDSON,-17.3,0,M,2013-03-18 00:00:00
-116.465,53.57888888888889,,-6.5,,0,,0,,,3062239,,,AB,,,24.5,3,21,,M,,-3.6,2013,,3062239.2013.3.21,,,,0,,EDSON,-9.4,0,M,2013-03-21 00:00:00
-116.465,53.57888888888889,,-11.1,,0,,0,,,3062239,,,AB,,,29.1,3,22,,M,,-3,2013,,3062239.2013.3.22,,,,0,,EDSON,-19.2,0,M,2013-03-22 00:00:00
-116.465,53.57888888888889,,3.2,M,0,,0,,,3062239,,,AB,,,14.8,3,27,,M,,11.2,2013,,3062239.2013.3.27,,,,0,,EDSON,-4.8,,M,2013-03-27 00:00:00
-116.465,53.57888888888889,,2.5,,0,,0,,,3062239,,,AB,,,15.5,3,28,,M,,12.5,2013,,3062239.2013.3.28,,,,0,,EDSON,-7.5,0,M,2013-03-28 00:00:00
-116.465,53.57888888888889,,4.8,,0,,0,,,3062239,,,AB,,,13.2,3,29,,M,,12.2,2013,,3062239.2013.3.29,,,,0,,EDSON,-2.6,0,M,2013-03-29 00:00:00
-116.465,53.57888888888889,,2.7,,0,,0,,,3062239,,,AB,,,15.3,3,30,,M,,12,2013,,3062239.2013.3.30,,,,0,,EDSON,-6.6,0,M,2013-03-30 00:00:00
-116.465,53.57888888888889,,3.4,,0,,0,,,3062239,,,AB,,,14.6,3,31,,M,,8.5,2013,,3062239.2013.3.31,,,,0,,EDSON,-1.7,0,M,2013-03-31 00:00:00
-116.465,53.57888888888889,,1.6,,0,,0,,,3062239,,,AB,,,16.4,4,1,,M,,9.2,2013,,3062239.2013.4.1,,,,0,,EDSON,-6,0,M,2013-04-01 00:00:00
-116.465,53.57888888888889,,5.4,,0,,0,,,3062239,,,AB,,,12.6,4,2,,M,,13.5,2013,,3062239.2013.4.2,,,,0,,EDSON,-2.8,0,M,2013-04-02 00:00:00
-116.465,53.57888888888889,,0.6,,0,,0,,,3062239,,,AB,,,17.4,4,3,,M,,4,2013,,3062239.2013.4.3,,,,0,,EDSON,-2.9,0,M,2013-04-03 00:00:00
-116.465,53.57888888888889,,1,,0,,0,,,3062239,,,AB,,,17,4,4,,M,,6.6,2013,,3062239.2013.4.4,,,,0,,EDSON,-4.6,0,M,2013-04-04 00:00:00
-116.465,53.57888888888889,,-4.4,,0,,0,,,3062239,,,AB,,,22.4,4,5,,M,,0,2013,,3062239.2013.4.5,,,,0,,EDSON,-8.7,0,M,2013-04-05 00:00:00
-116.465,53.57888888888889,,-6.1,,0,,0,,,3062239,,,AB,,,24.1,4,6,,M,,-3.8,2013,,3062239.2013.4.6,,,,0,,EDSON,-8.3,0,M,2013-04-06 00:00:00
-116.465,53.57888888888889,,-4,,0,,0,,,3062239,,,AB,,,22,4,7,,M,,-1.4,2013,,3062239.2013.4.7,,,,0,,EDSON,-6.5,0,M,2013-04-07 00:00:00
-116.465,53.57888888888889,,-5.5,,0,,0,,,3062239,,,AB,,,23.5,4,8,,M,,-0.5,2013,,3062239.2013.4.8,,,,0,,EDSON,-10.4,2.5,M,2013-04-08 00:00:00
-116.465,53.57888888888889,,-5.5,,0,,0,,,3062239,,,AB,,,23.5,4,9,,M,,7,2013,,3062239.2013.4.9,,,,0,,EDSON,-18,9.5,M,2013-04-09 00:00:00
-116.465,53.57888888888889,,1.3,,0,,0,,,3062239,,,AB,,,16.7,4,10,,M,,4.4,2013,,3062239.2013.4.10,,,,0,,EDSON,-1.9,3.5,M,2013-04-10 00:00:00
-116.465,53.57888888888889,,1.1,,0,,0,,,3062239,,,AB,,,16.9,4,11,,M,,5.6,2013,,3062239.2013.4.11,,,,0,,EDSON,-3.4,0,M,2013-04-11 00:00:00
-116.465,53.57888888888889,,-3.5,,0,,0,,,3062239,,,AB,,,21.5,4,12,,M,,4,2013,,3062239.2013.4.12,,,,0,,EDSON,-10.9,0,M,2013-04-12 00:00:00
-116.465,53.57888888888889,,-1.8,,0,,0,,,3062239,,,AB,,,19.8,4,13,,M,,-0.7,2013,,3062239.2013.4.13,,,,0,,EDSON,-2.8,0.3,M,2013-04-13 00:00:00
-116.465,53.57888888888889,,-1.1,,0,,0,,,3062239,,,AB,,,19.1,4,14,,M,,1.4,2013,,3062239.2013.4.14,,,,0,,EDSON,-3.6,3.3,M,2013-04-14 00:00:00
-116.465,53.57888888888889,,-1.6,,0,,0,,,3062239,,,AB,,,19.6,4,15,,M,,1.5,2013,,3062239.2013.4.15,,,,0,,EDSON,-4.7,1.8,M,2013-04-15 00:00:00
-116.465,53.57888888888889,,-2.1,,0,,0,,,3062239,,,AB,,,20.1,4,16,,M,,4.8,2013,,3062239.2013.4.16,,,,0,,EDSON,-9,0.6,M,2013-04-16 00:00:00
-116.465,53.57888888888889,,-0.6,,0,,0,,,3062239,,,AB,,,18.6,4,17,,M,,9.5,2013,,3062239.2013.4.17,,,,0,,EDSON,-10.7,0,M,2013-04-17 00:00:00
-116.465,53.57888888888889,,4.8,,0,,0,,,3062239,,,AB,,,13.2,4,18,,M,,8.6,2013,,3062239.2013.4.18,,,,0,,EDSON,0.9,0.3,M,2013-04-18 00:00:00
-116.465,53.57888888888889,,4.6,,0,,0,,,3062239,,,AB,,,13.4,4,19,,M,,9.6,2013,,3062239.2013.4.19,,,,0,,EDSON,-0.4,1.1,M,2013-04-19 00:00:00
-116.465,53.57888888888889,,0.3,,0,,0,,,3062239,,,AB,,,17.7,4,20,,M,,6.5,2013,,3062239.2013.4.20,,,,0,,EDSON,-5.9,0.6,M,2013-04-20 00:00:00
-116.465,53.57888888888889,,-3.2,,0,,0,,,3062239,,,AB,,,21.2,4,21,,M,,1.7,2013,,3062239.2013.4.21,,,,0,,EDSON,-8,0,M,2013-04-21 00:00:00
-116.465,53.57888888888889,,1,,0,,0,,,3062239,,,AB,,,17,4,22,,M,,10.6,2013,,3062239.2013.4.22,,,,0,,EDSON,-8.7,0,M,2013-04-22 00:00:00
-116.465,53.57888888888889,,2.9,,0,,0,,,3062239,,,AB,,,15.1,4,23,,M,,9.2,2013,,3062239.2013.4.23,,,,0,,EDSON,-3.4,0,M,2013-04-23 00:00:00
-116.465,53.57888888888889,,3.6,,0,,0,,,3062239,,,AB,,,14.4,4,24,,M,,12.5,2013,,3062239.2013.4.24,,,,0,,EDSON,-5.3,0,M,2013-04-24 00:00:00
-116.465,53.57888888888889,,7.5,,0,,0,,,3062239,,,AB,,,10.5,4,25,,M,,16.6,2013,,3062239.2013.4.25,,,,0,,EDSON,-1.7,0,M,2013-04-25 00:00:00
-116.465,53.57888888888889,,11.3,,0,,0,,,3062239,,,AB,,,6.7,4,26,,M,,18.2,2013,,3062239.2013.4.26,,,,0,,EDSON,4.4,0,M,2013-04-26 00:00:00
-116.465,53.57888888888889,,6.9,,0,,0,,,3062239,,,AB,,,11.1,4,27,,M,,15.6,2013,,3062239.2013.4.27,,,,0,,EDSON,-1.9,0.3,M,2013-04-27 00:00:00
-116.465,53.57888888888889,,3.5,,0,,0,,,3062239,,,AB,,,14.5,4,28,,M,,10.8,2013,,3062239.2013.4.28,,,,0,,EDSON,-3.8,0,M,2013-04-28 00:00:00
-116.465,53.57888888888889,,-0.4,,0,,0,,,3062239,,,AB,,,18.4,4,29,,M,,5.5,2013,,3062239.2013.4.29,,,,0,,EDSON,-6.2,0.5,M,2013-04-29 00:00:00
-116.465,53.57888888888889,,-2.9,,0,,0,,,3062239,,,AB,,,20.9,4,30,,M,,2.5,2013,,3062239.2013.4.30,,,,0,,EDSON,-8.2,0,M,2013-04-30 00:00:00
-116.465,53.57888888888889,,2.8,,0,,0,,,3062239,,,AB,,,15.2,5,1,,M,,12.5,2013,,3062239.2013.5.1,,,,0,,EDSON,-6.9,0,M,2013-05-01 00:00:00
-116.465,53.57888888888889,,9,,0,,0,,,3062239,,,AB,,,9,5,2,,M,,17.7,2013,,3062239.2013.5.2,,,,0,,EDSON,0.2,0,M,2013-05-02 00:00:00
-116.465,53.57888888888889,,7.5,,0,,0,,,3062239,,,AB,,,10.5,5,3,,M,,16.8,2013,,3062239.2013.5.3,,,,0,,EDSON,-1.9,0,M,2013-05-03 00:00:00
-116.465,53.57888888888889,,10,,0,,0,,,3062239,,,AB,,,8,5,4,,M,,22.6,2013,,3062239.2013.5.4,,,,0,,EDSON,-2.7,0,M,2013-05-04 00:00:00
-116.465,53.57888888888889,,15,,0,,0,,,3062239,,,AB,,,3,5,5,,M,,27.1,2013,,3062239.2013.5.5,,,,0,,EDSON,2.8,0,M,2013-05-05 00:00:00
-116.465,53.57888888888889,,12.4,,0,,0,,,3062239,,,AB,,,5.6,5,9,,M,,25.4,2013,,3062239.2013.5.9,,,,0,,EDSON,-0.7,0,M,2013-05-09 00:00:00
-116.465,53.57888888888889,,11.2,,0,,0,,,3062239,,,AB,,,6.8,5,10,,M,,16.4,2013,,3062239.2013.5.10,,,,0,,EDSON,5.9,0,M,2013-05-10 00:00:00
-116.465,53.57888888888889,,13.2,,0,,0,,,3062239,,,AB,,,4.8,5,11,,M,,26.4,2013,,3062239.2013.5.11,,,,0,,EDSON,-0.1,0,M,2013-05-11 00:00:00
-116.465,53.57888888888889,,16.9,,0,,0,,,3062239,,,AB,,,1.1,5,12,,M,,25,2013,,3062239.2013.5.12,,,,0,,EDSON,8.7,0,M,2013-05-12 00:00:00
-116.465,53.57888888888889,,13.9,,0,,0,,,3062239,,,AB,,,4.1,5,13,,M,,19.2,2013,,3062239.2013.5.13,,,,0,,EDSON,8.6,0,M,2013-05-13 00:00:00
-116.465,53.57888888888889,,12.3,,0,,0,,,3062239,,,AB,,,5.7,5,14,,M,,17.8,2013,,3062239.2013.5.14,,,,0,,EDSON,6.7,0.3,M,2013-05-14 00:00:00
-116.465,53.57888888888889,,8.3,,0,,0,,,3062239,,,AB,,,9.7,5,15,,M,,16.2,2013,,3062239.2013.5.15,,,,0,,EDSON,0.3,0,M,2013-05-15 00:00:00
-116.465,53.57888888888889,,9.5,,0,,0,,,3062239,,,AB,,,8.5,5,16,,M,,18.5,2013,,3062239.2013.5.16,,,,0,,EDSON,0.5,0,M,2013-05-16 00:00:00
-116.465,53.57888888888889,,9.6,,0,,0,,,3062239,,,AB,,,8.4,5,17,,M,,20.2,2013,,3062239.2013.5.17,,,,0,,EDSON,-1.1,0,M,2013-05-17 00:00:00
-116.465,53.57888888888889,,10.5,,0,,0,,,3062239,,,AB,,,7.5,5,18,,M,,22.2,2013,,3062239.2013.5.18,,,,0,,EDSON,-1.2,0.3,M,2013-05-18 00:00:00
-116.465,53.57888888888889,,12.9,,0,,0,,,3062239,,,AB,,,5.1,5,19,,M,,19,2013,,3062239.2013.5.19,,,,0,,EDSON,6.8,0.8,M,2013-05-19 00:00:00
-116.465,53.57888888888889,,10.1,,0,,0,,,3062239,,,AB,,,7.9,5,20,,M,,19.7,2013,,3062239.2013.5.20,,,,0,,EDSON,0.4,0,M,2013-05-20 00:00:00
-116.465,53.57888888888889,,15.3,,0,,0,,,3062239,,,AB,,,2.7,5,21,,M,,22.3,2013,,3062239.2013.5.21,,,,0,,EDSON,8.2,0,M,2013-05-21 00:00:00
-116.465,53.57888888888889,,12.2,,0,,0,,,3062239,,,AB,,,5.8,5,22,,M,,19.1,2013,,3062239.2013.5.22,,,,0,,EDSON,5.3,0,M,2013-05-22 00:00:00
-116.465,53.57888888888889,,10.8,,0,,0,,,3062239,,,AB,,,7.2,5,23,,M,,20.1,2013,,3062239.2013.5.23,,,,0,,EDSON,1.5,0.5,M,2013-05-23 00:00:00
-116.465,53.57888888888889,,7.2,,0,,0,,,3062239,,,AB,,,10.8,5,24,,M,,8.6,2013,,3062239.2013.5.24,,,,0,,EDSON,5.7,33.1,M,2013-05-24 00:00:00
-116.465,53.57888888888889,,7.5,,0,,0,,,3062239,,,AB,,,10.5,5,25,,M,,9.4,2013,,3062239.2013.5.25,,,,0,,EDSON,5.6,15.9,M,2013-05-25 00:00:00
-116.465,53.57888888888889,,10.1,M,0,E,0,,E,3062239,,,AB,,E,7.9,5,26,,M,,14.3,2013,,3062239.2013.5.26,E,,,0,E,EDSON,5.8,,M,2013-05-26 00:00:00
-116.465,53.57888888888889,,,M,0,M,0,,M,3062239,,,AB,,M,,5,27,,M,,,2013,,3062239.2013.5.27,M,,,,E,EDSON,1.3,,M,2013-05-27 00:00:00
-116.465,53.57888888888889,,11.6,,0,,0,,,3062239,,,AB,,,6.4,5,28,,M,,18.5,2013,,3062239.2013.5.28,,,,0,,EDSON,4.6,0,M,2013-05-28 00:00:00
-116.465,53.57888888888889,,9.6,,0,,0,,,3062239,,,AB,,,8.4,5,29,,M,,13.6,2013,,3062239.2013.5.29,,,,0,,EDSON,5.5,8.3,M,2013-05-29 00:00:00
-116.465,53.57888888888889,,11.7,,0,,0,,,3062239,,,AB,,,6.3,5,30,,M,,14.1,2013,,3062239.2013.5.30,,,,0,,EDSON,9.2,4.8,M,2013-05-30 00:00:00
-116.465,53.57888888888889,,12.1,,0,,0,,,3062239,,,AB,,,5.9,5,31,,M,,16.1,2013,,3062239.2013.5.31,,,,0,,EDSON,8.1,6.3,M,2013-05-31 00:00:00
-116.465,53.57888888888889,,10.5,,0,,0,,,3062239,,,AB,,,7.5,6,1,,M,,16.6,2013,,3062239.2013.6.1,,,,0,,EDSON,4.4,2.1,M,2013-06-01 00:00:00
-116.465,53.57888888888889,,11.2,,0,,0,,,3062239,,,AB,,,6.8,6,2,,M,,14.9,2013,,3062239.2013.6.2,,,,0,,EDSON,7.5,5.8,M,2013-06-02 00:00:00
-116.465,53.57888888888889,,10.8,,0,,0,,,3062239,,,AB,,,7.2,6,3,,M,,15.2,2013,,3062239.2013.6.3,,,,0,,EDSON,6.3,13.6,M,2013-06-03 00:00:00
-116.465,53.57888888888889,,11.8,,0,,0,,,3062239,,,AB,,,6.2,6,4,,M,,21.8,2013,,3062239.2013.6.4,,,,0,,EDSON,1.7,0,M,2013-06-04 00:00:00
-116.465,53.57888888888889,,12.2,,0,,0,,,3062239,,,AB,,,5.8,6,5,,M,,19.2,2013,,3062239.2013.6.5,,,,0,,EDSON,5.2,4.8,M,2013-06-05 00:00:00
-116.465,53.57888888888889,,11.2,,0,,0,,,3062239,,,AB,,,6.8,6,6,,M,,22.2,2013,,3062239.2013.6.6,,,,0,,EDSON,0.2,0,M,2013-06-06 00:00:00
-116.465,53.57888888888889,,12.3,,0,,0,,,3062239,,,AB,,,5.7,6,7,,M,,15.8,2013,,3062239.2013.6.7,,,,0,,EDSON,8.8,3.8,M,2013-06-07 00:00:00
-116.465,53.57888888888889,,10.3,,0,,0,,,3062239,,,AB,,,7.7,6,8,,M,,16.6,2013,,3062239.2013.6.8,,,,0,,EDSON,4,0.3,M,2013-06-08 00:00:00
-116.465,53.57888888888889,,8.6,,0,,0,,,3062239,,,AB,,,9.4,6,9,,M,,14.4,2013,,3062239.2013.6.9,,,,0,,EDSON,2.8,0,M,2013-06-09 00:00:00
-116.465,53.57888888888889,,8.6,,0,,0,,,3062239,,,AB,,,9.4,6,10,,M,,12.5,2013,,3062239.2013.6.10,,,,0,,EDSON,4.7,0,M,2013-06-10 00:00:00
-116.465,53.57888888888889,,10.8,,0,,0,,,3062239,,,AB,,,7.2,6,11,,M,,15.6,2013,,3062239.2013.6.11,,,,0,,EDSON,5.9,0,M,2013-06-11 00:00:00
-116.465,53.57888888888889,,9.9,,0,,0,,,3062239,,,AB,,,8.1,6,12,,M,,14.4,2013,,3062239.2013.6.12,,,,0,,EDSON,5.3,12.3,M,2013-06-12 00:00:00
-116.465,53.57888888888889,,7.8,,0,,0,,,3062239,,,AB,,,10.2,6,13,,M,,14.4,2013,,3062239.2013.6.13,,,,0,,EDSON,1.2,0.3,M,2013-06-13 00:00:00
-116.465,53.57888888888889,,11.8,,0,,0,,,3062239,,,AB,,,6.2,6,14,,M,,15.6,2013,,3062239.2013.6.14,,,,0,,EDSON,8,5.8,M,2013-06-14 00:00:00
-116.465,53.57888888888889,,13.3,,0,,0,,,3062239,,,AB,,,4.7,6,15,,M,,17.4,2013,,3062239.2013.6.15,,,,0,,EDSON,9.2,1.5,M,2013-06-15 00:00:00
-116.465,53.57888888888889,,13.6,,0,,0,,,3062239,,,AB,,,4.4,6,16,,M,,17.3,2013,,3062239.2013.6.16,,,,0,,EDSON,9.9,0,M,2013-06-16 00:00:00
-116.465,53.57888888888889,,13.3,,0,,0,,,3062239,,,AB,,,4.7,6,17,,M,,22.2,2013,,3062239.2013.6.17,,,,0,,EDSON,4.3,0.5,M,2013-06-17 00:00:00
-116.465,53.57888888888889,,14.2,,0,,0,,,3062239,,,AB,,,3.8,6,18,,M,,19.9,2013,,3062239.2013.6.18,,,,0,,EDSON,8.4,4.6,M,2013-06-18 00:00:00
-116.465,53.57888888888889,,13.5,,0,,0,,,3062239,,,AB,,,4.5,6,19,,M,,15,2013,,3062239.2013.6.19,,,,0,,EDSON,11.9,7.8,M,2013-06-19 00:00:00
-116.465,53.57888888888889,,13.9,,0,,0,,,3062239,,,AB,,,4.1,6,20,,M,,16.4,2013,,3062239.2013.6.20,,,,0,,EDSON,11.3,0.3,M,2013-06-20 00:00:00
-116.465,53.57888888888889,,11.7,,0,,0,,,3062239,,,AB,,,6.3,6,21,,M,,19.2,2013,,3062239.2013.6.21,,,,0,,EDSON,4.2,1.3,M,2013-06-21 00:00:00
-116.465,53.57888888888889,,13.1,,0,,0,,,3062239,,,AB,,,4.9,6,22,,M,,22.3,2013,,3062239.2013.6.22,,,,0,,EDSON,3.8,0,M,2013-06-22 00:00:00
-116.465,53.57888888888889,,13.8,,0,,0,,,3062239,,,AB,,,4.2,6,23,,M,,21,2013,,3062239.2013.6.23,,,,0,,EDSON,6.5,2.3,M,2013-06-23 00:00:00
-116.465,53.57888888888889,,14.3,,0,,0,,,3062239,,,AB,,,3.7,6,24,,M,,20.7,2013,,3062239.2013.6.24,,,,0,,EDSON,7.9,0,M,2013-06-24 00:00:00
-116.465,53.57888888888889,,12.7,,0,,0,,,3062239,,,AB,,,5.3,6,25,,M,,16.6,2013,,3062239.2013.6.25,,,,0,,EDSON,8.8,1,M,2013-06-25 00:00:00
-116.465,53.57888888888889,,16.8,,0,,0,,,3062239,,,AB,,,1.2,6,26,,M,,23.8,2013,,3062239.2013.6.26,,,,0,,EDSON,9.8,0,M,2013-06-26 00:00:00
-116.465,53.57888888888889,,14.4,,0,,0,,,3062239,,,AB,,,3.6,6,27,,M,,24.1,2013,,3062239.2013.6.27,,,,0,,EDSON,4.6,0,M,2013-06-27 00:00:00
-116.465,53.57888888888889,,16.5,,0,,0,,,3062239,,,AB,,,1.5,6,28,,M,,26.3,2013,,3062239.2013.6.28,,,,0,,EDSON,6.6,0,M,2013-06-28 00:00:00
-116.465,53.57888888888889,,20,,0,,0,,,3062239,,,AB,,,0,6,29,,M,,26,2013,,3062239.2013.6.29,,,,2,,EDSON,13.9,0,M,2013-06-29 00:00:00
-116.465,53.57888888888889,,18.9,,0,,0,,,3062239,,,AB,,,0,6,30,,M,,27.6,2013,,3062239.2013.6.30,,,,0.9,,EDSON,10.2,0,M,2013-06-30 00:00:00
-116.465,53.57888888888889,,21.5,,0,,0,,,3062239,,,AB,,,0,7,1,,M,,31.9,2013,,3062239.2013.7.1,,,,3.5,,EDSON,11.1,0,M,2013-07-01 00:00:00
-116.465,53.57888888888889,,20.9,,0,,0,,,3062239,,,AB,,,0,7,2,,M,,27.6,2013,,3062239.2013.7.2,,,,2.9,,EDSON,14.1,2.3,M,2013-07-02 00:00:00
